Date,EEM,EFA,IYR,LQD,SHY,TLT,VTI,Index,Index_Adj,DFF,m_vol_check
2003-05-01,8.845684051513672,21.854732513427734,20.332550048828125,54.74296188354492,62.131553649902344,50.109718322753906,31.72898101806641,,,7.142857142857143e-05,
2003-05-02,8.9812650680542,22.04445457458496,20.512767791748047,54.55693435668945,62.06370162963867,49.71564102172852,32.174667358398445,,,6.904761904761904e-05,
2003-05-05,9.078112602233887,22.212360382080078,20.75138282775879,54.80170059204102,62.1089096069336,49.98020935058594,32.156261444091804,,,7.023809523809524e-05,
2003-05-06,9.124427795410156,22.68120574951172,20.8681583404541,55.09051513671875,62.19943618774414,50.22792053222656,32.37725830078125,,,7.063492063492064e-05,
2003-05-07,9.107584953308104,22.47186088562012,20.80976676940918,55.4576530456543,62.21445846557617,50.81330490112305,32.26674270629883,,,7.063492063492064e-05,
2003-05-08,9.027582168579102,22.13385391235352,20.88846015930176,55.46254348754883,62.18432998657226,50.9371566772461,31.93523597717285,,,7.023809523809524e-05,
2003-05-09,9.133688926696776,22.412982940673828,21.043296813964844,55.36463165283203,62.16925430297852,50.98785018920898,32.39567184448242,,,6.904761904761904e-05,
2003-05-12,9.260851860046387,22.591798782348636,21.208297729492188,55.55556869506836,62.21445846557617,51.30870819091797,32.782421112060554,,,6.944444444444444e-05,
2003-05-13,9.208641052246094,22.589618682861328,21.24383354187012,55.5604133605957,62.19943618774414,51.42124938964844,32.74559783935547,,,6.865079365079365e-05,
2003-05-14,9.162322998046877,22.59615898132324,21.152454376220703,55.80519485473633,62.23714447021485,52.209327697753906,32.627731323242195,,,7.142857142857143e-05,
2003-05-15,9.180853843688963,22.635412216186523,21.149911880493164,55.78564834594727,62.21445846557617,52.37255477905274,32.88555908203125,,,7.380952380952382e-05,
2003-05-16,9.187585830688477,22.91454315185547,21.289535522460934,56.15765762329102,62.28243637084961,52.75535202026367,32.815563201904304,,,6.984126984126985e-05,
2003-05-19,8.968634605407715,22.29522705078125,21.18544578552246,55.92758560180664,62.29744338989258,52.57519149780274,32.04574584960937,,,6.984126984126985e-05,
2003-05-20,9.013265609741213,22.517656326293945,21.38344383239746,56.0988883972168,62.38041687011719,53.35201644897461,32.01259994506836,,,6.865079365079365e-05,
2003-05-21,9.02084732055664,22.28432273864746,21.436752319335934,56.0988883972168,62.29744338989258,53.34636688232422,32.14520263671875,,,6.865079365079365e-05,
2003-05-22,9.102533340454102,22.58307838439941,21.65251350402832,56.47583770751953,62.32011413574219,53.81920623779297,32.358840942382805,,,6.944444444444444e-05,
2003-05-23,9.19600772857666,22.71174049377441,21.751510620117188,56.55416488647461,62.34273910522461,53.95432662963867,32.495147705078125,,,6.785714285714286e-05,
2003-05-27,9.525279998779297,22.908000946044922,21.723583221435547,56.35834884643555,62.32011413574219,52.98048400878906,33.143421173095696,,,7.222222222222223e-05,
2003-05-28,9.566540718078613,23.01702880859375,21.385984420776367,56.1331672668457,62.357810974121094,52.89046096801758,33.18024444580078,,,7.103174603174603e-05,
2003-05-29,9.579174995422363,23.12606239318848,20.9773063659668,56.53950119018555,62.38041687011719,53.35201644897461,33.12499237060547,,,7.103174603174603e-05,
2003-05-30,9.69033432006836,23.169687271118164,21.4113712310791,56.56395721435547,62.357810974121094,53.25071334838867,33.61856842041016,,,7.063492063492064e-05,
2003-06-02,9.760233879089355,23.38556861877441,21.520526885986328,56.32408905029297,62.3253402709961,52.8595085144043,33.758529663085945,,,7.023809523809524e-05,
2003-06-03,9.686126708984377,23.4422607421875,21.510358810424805,56.84131240844727,62.44616317749024,53.28348159790039,33.961124420166016,,,6.785714285714286e-05,
2003-06-04,9.810762405395508,23.584007263183594,21.870811462402344,56.9151496887207,62.4990348815918,53.44178771972656,34.447338104248054,,,6.825396825396825e-05,
2003-06-05,9.820867538452148,23.82170104980469,21.86827850341797,56.82155990600586,62.46126556396485,53.0234260559082,34.635196685791016,,,6.984126984126985e-05,
2003-06-06,9.912657737731934,23.96562576293945,22.08403778076172,56.9151496887207,62.44616317749024,53.21567153930664,34.55046844482422,,,6.904761904761904e-05,
2003-06-09,9.82760238647461,23.79335594177246,21.93935775756836,57.038291931152344,62.52924346923828,53.57178115844727,34.090042114257805,,,6.944444444444444e-05,
2003-06-10,9.92865753173828,23.98525047302246,22.147502899169922,57.48159790039063,62.59714889526367,54.21053695678711,34.40312957763672,,,6.825396825396825e-05,
2003-06-11,9.937078475952148,24.37995910644531,22.36072540283203,57.41755676269531,62.55191040039063,54.14270782470703,34.815673828125,,,6.944444444444444e-05,
2003-06-12,10.012027740478516,24.44537925720215,22.147502899169922,57.62446212768555,62.58961486816406,54.56663131713867,34.88565826416016,,,6.944444444444444e-05,
2003-06-13,10.008658409118652,24.30363273620605,21.80604553222656,57.86579895019531,62.642539978027344,54.9341049194336,34.54310989379883,,,6.904761904761904e-05,
2003-06-16,10.116450309753418,24.65908050537109,22.035236358642575,57.65398406982422,62.56697082519531,54.41403579711914,35.25033187866211,,,7.261904761904762e-05,
2003-06-17,10.324456214904783,24.709238052368164,21.88072967529297,57.47171020507813,62.47639465332031,53.98440551757813,35.305580139160156,,,6.904761904761904e-05,
2003-06-18,10.286561965942383,24.63945007324219,21.605180740356445,56.9398078918457,62.48386764526367,53.2947998046875,35.23189926147461,,,6.825396825396825e-05,
2003-06-19,10.286561965942383,24.34724998474121,21.63608169555664,57.038291931152344,62.54438781738281,53.19302368164063,34.690444946289055,,,6.825396825396825e-05,
2003-06-20,10.286561965942383,24.37995910644531,21.63092803955078,56.76744079589844,62.52924346923828,52.99518203735352,34.734649658203125,,,6.865079365079365e-05,
2003-06-23,10.033924102783203,24.109546661376953,21.33995056152344,57.05314254760742,62.58961486816406,53.311744689941406,34.23580551147461,,,6.785714285714286e-05,
2003-06-24,9.959815979003906,23.919830322265625,21.497032165527344,57.1368179321289,62.63493728637695,53.80351257324219,34.32818603515625,,,6.547619047619048e-05,
2003-06-25,10.042343139648438,23.682138442993164,21.615488052368164,56.8462142944336,62.5065803527832,52.94431686401367,34.10646438598633,,,6.666666666666666e-05,
2003-06-26,10.150980949401855,23.791173934936523,21.878154754638672,56.34871292114258,62.39331436157226,52.23205184936523,34.475967407226555,,,6.349206349206349e-05,
2003-06-27,10.103819847106934,23.61235427856445,21.867849349975586,56.20095443725586,62.40846252441406,52.04551315307617,34.18407821655273,,,6.26984126984127e-05,
2003-06-30,10.097084045410156,23.61889266967773,21.785444259643555,56.46198654174805,62.46126556396485,52.28857040405274,34.161895751953125,,,7.738095238095238e-05,
2003-07-01,10.20655918121338,23.758464813232425,22.042943954467773,56.15632247924805,62.462745666503906,52.02925491333008,34.40578842163086,,,6.388888888888888e-05,
2003-07-02,10.446563720703123,24.227304458618164,22.339086532592773,56.3545150756836,62.49297332763672,52.15979385375977,34.786376953125,,,5.9920634920634916e-05,
2003-07-03,10.476037979125977,24.096466064453125,22.454973220825195,56.00772094726562,62.42498016357422,51.41072082519531,34.54989624023437,,,5.7936507936507933e-05,
2003-07-07,10.735414505004883,24.53914833068848,22.635234832763672,55.73518753051758,62.40984725952149,51.08160018920898,35.215003967285156,,,5.9523809523809524e-05,
2003-07-08,10.765728950500488,24.423566818237305,22.722789764404297,55.78478240966797,62.38718032836914,51.1269760131836,35.41825866699219,,,5.674603174603175e-05,
2003-07-09,10.740467071533203,24.29708671569824,22.58373260498047,55.98291397094727,62.40226364135742,51.29159927368164,35.28892135620117,,,5.7936507936507933e-05,
2003-07-10,10.55182933807373,24.17278861999512,22.279869079589844,56.09685134887695,62.45521545410156,51.27455139160156,34.845497131347656,,,5.9523809523809524e-05,
2003-07-11,10.640253067016602,24.12045669555664,22.47300148010254,56.16622543334961,62.477928161621094,51.5185546875,35.107852935791016,,,5.873015873015873e-05,
2003-07-14,10.827203750610352,24.37995910644531,22.68415641784668,56.01758575439453,62.42498016357422,50.92839431762695,35.37759780883789,,,6.230158730158731e-05,
2003-07-15,10.690781593322754,24.150989532470703,22.6403865814209,55.37852478027344,62.3493766784668,49.73677062988281,35.20023727416992,,,6.468253968253968e-05,
2003-07-16,10.699203491210938,23.96998786926269,22.65840148925781,55.35871124267578,62.35689163208008,50.02049255371094,35.0191650390625,,,5.9920634920634916e-05,
2003-07-17,10.41961669921875,23.594911575317386,22.375141143798828,55.10108947753906,62.319114685058594,49.86726379394531,34.56467819213867,,,6.031746031746032e-05,
2003-07-18,10.55856704711914,23.96562576293945,22.439525604248047,55.333946228027344,62.31158065795898,49.765113830566406,34.91939926147461,,,5.9126984126984124e-05,
2003-07-21,10.418774604797363,23.78244590759277,22.429224014282227,54.66513061523438,62.20566177368164,48.709716796875,34.40578842163086,,,6.031746031746032e-05,
2003-07-22,10.543407440185547,23.72575569152832,22.514196395874023,54.6204833984375,62.26617050170898,48.948020935058594,34.749420166015625,,,5.9523809523809524e-05,
2003-07-23,10.476037979125977,24.076839447021484,22.478145599365234,54.98219299316406,62.29644012451172,49.11258316040039,34.790077209472656,,,6.150793650793651e-05,
2003-07-24,10.526568412780762,24.11609077453613,22.537368774414066,54.74439239501953,62.28887557983398,48.68130874633789,34.52033233642578,,,6.111111111111111e-05,
2003-07-25,10.699203491210938,24.41921043395996,22.71248817443848,54.6204833984375,62.319114685058594,48.55082702636719,35.126331329345696,,,6.071428571428572e-05,
2003-07-28,10.758151054382324,24.482444763183594,22.60948371887207,54.07558059692383,62.23594284057617,47.89825057983398,35.09307098388672,,,6.150793650793651e-05,
2003-07-29,10.697518348693848,24.37995910644531,22.75882911682129,53.58010482788086,62.18295669555664,47.24566650390625,34.87876510620117,,,6.111111111111111e-05,
2003-07-30,10.61920166015625,24.177154541015625,23.04467391967773,53.85259628295898,62.21322631835938,47.77908706665039,34.871368408203125,,,6.071428571428572e-05,
2003-07-31,10.669729232788086,23.976531982421875,22.98286437988281,53.18376922607422,62.14521026611328,47.06975555419922,34.956348419189446,,,6.111111111111111e-05,
2003-08-01,10.69330883026123,23.97216796875,22.89274406433105,53.34187698364258,62.07859802246094,47.0344352722168,34.553585052490234,,,5.9523809523809524e-05,
2003-08-04,10.646147727966307,24.04195213317871,22.72793197631836,53.65611267089844,62.177001953125,47.43913650512695,34.64226531982422,,,5.9523809523809524e-05,
2003-08-05,10.531617164611816,23.81734275817871,22.65840148925781,53.41173934936523,62.06344985961914,46.760780334472656,34.025177001953125,,,5.3968253968253975e-05,
2003-08-06,10.484460830688477,23.7802677154541,22.71248817443848,53.6162109375,62.124000549316406,47.68426513671875,34.05104446411133,,,5.476190476190476e-05,
2003-08-07,10.561091423034668,23.92201232910156,22.779438018798828,53.91048812866211,62.19214630126953,47.8837890625,34.272735595703125,,,5.7539682539682534e-05,
2003-08-08,10.631830215454102,23.996156692504886,22.851545333862305,53.940391540527344,62.20728302001953,47.689979553222656,34.368824005126946,,,5.7936507936507933e-05,
2003-08-11,10.678149223327637,24.227304458618164,22.81806945800781,53.730918884277344,62.124000549316406,47.45057678222656,34.53140640258789,,,6.031746031746032e-05,
2003-08-12,10.720257759094238,24.329797744750977,22.810333251953125,53.67108535766602,62.22998046875,47.228271484375,34.91939926147461,,,5.9126984126984124e-05,
2003-08-13,10.87183666229248,24.34724998474121,22.673858642578125,53.06759643554688,62.10888671875,46.31617736816406,34.71247100830078,,,5.9920634920634916e-05,
2003-08-14,11.01500129699707,24.693979263305664,22.810333251953125,53.13737869262695,62.09376907348633,46.77218627929688,34.926788330078125,,,6.825396825396825e-05,
2003-08-15,10.905522346496582,24.63727188110352,22.72793197631836,53.24213790893555,62.13912963867188,46.74370956420898,34.900924682617195,,,7.500000000000001e-05,
2003-08-18,11.13794994354248,24.97963905334473,22.854106903076172,53.41669464111328,62.131591796875,46.96030807495117,35.30001449584961,,,6.071428571428572e-05,
2003-08-19,11.192686080932617,24.92512130737305,22.93137168884277,53.89051055908203,62.20728302001953,47.68426513671875,35.42933654785156,,,5.674603174603175e-05,
2003-08-20,11.194371223449707,24.87932777404785,22.99575042724609,53.725929260253906,62.16181945800781,47.4277572631836,35.42564010620117,,,5.515873015873015e-05,
2003-08-21,11.39985179901123,24.92512130737305,23.036945343017575,53.4665641784668,62.07105255126953,47.31372451782226,35.58453750610352,,,5.9920634920634916e-05,
2003-08-22,11.457958221435547,24.78119659423828,22.864412307739254,53.725929260253906,62.05587387084961,47.52466201782226,35.215003967285156,,,5.9126984126984124e-05,
2003-08-25,11.368692398071287,24.680891036987305,22.61977767944336,53.48651123046875,62.02556610107422,47.15412521362305,35.17807006835937,,,6.111111111111111e-05,
2003-08-26,11.229741096496582,24.552227020263672,22.854106903076172,53.59127426147461,62.09376907348633,47.52466201782226,35.296302795410156,,,5.9523809523809524e-05,
2003-08-27,11.360271453857422,24.595836639404297,23.054975509643555,53.581275939941406,62.03311157226562,47.30803298950195,35.34434509277344,,,5.873015873015873e-05,
2003-08-28,11.439431190490724,24.73977088928223,23.04467391967773,53.97530746459961,62.124000549316406,47.798301696777344,35.60301208496094,,,6.111111111111111e-05,
2003-08-29,11.521957397460938,24.76593780517578,23.17601203918457,53.955345153808594,62.116432189941406,47.68426513671875,35.79146194458008,,,5.9920634920634916e-05,
2003-09-02,11.692911148071287,25.14101409912109,23.454111099243164,53.8267707824707,62.03532409667969,46.98684310913086,36.31247329711914,,,6.19047619047619e-05,
2003-09-03,11.78554630279541,25.47028923034668,23.62922477722168,53.98247146606445,62.080833435058594,47.06128692626953,36.41593933105469,,,5.7936507936507933e-05,
2003-09-04,11.827651023864744,25.43976783752441,23.73737144470215,54.1683349609375,62.16425704956055,47.32466506958008,36.52312088012695,,,5.873015873015873e-05,
2003-09-05,11.816702842712402,25.48992156982422,23.634380340576172,54.5802230834961,62.376441955566406,48.13776016235352,36.32726669311523,,,5.7936507936507933e-05,
2003-09-08,12.040708541870115,25.60331153869629,23.69874763488769,54.37928771972656,62.3006591796875,47.63961791992188,36.67462921142578,,,5.9126984126984124e-05,
2003-09-09,11.831859588623047,25.65346908569336,23.61377716064453,54.55009460449219,62.40676498413086,47.98320770263672,36.41593933105469,,,5.7539682539682534e-05,
2003-09-10,11.63480281829834,25.39398193359375,23.201763153076172,54.98711013793945,62.44466400146485,48.46990203857422,35.906009674072266,,,5.7539682539682534e-05,
2003-09-11,11.621331214904785,25.535707473754886,23.40519523620605,54.70074844360352,62.39908981323242,48.15494155883789,36.13879776000977,,,5.9523809523809524e-05,
2003-09-12,11.703857421875,25.64475059509277,23.48610115051269,55.10260772705078,62.4522705078125,48.48705673217773,36.23857116699219,,,6.031746031746032e-05,
2003-09-15,11.531219482421875,25.71889305114746,23.436511993408203,55.12271499633789,62.51287841796875,48.41262817382813,36.04644775390625,,,6.388888888888888e-05,
2003-09-16,11.768699645996096,25.97402763366699,23.42868804931641,55.243247985839844,62.52046203613281,48.338157653808594,36.61918640136719,,,5.833333333333334e-05,
2003-09-17,11.71817684173584,26.144121170043945,23.342548370361328,55.57979965209961,62.51287841796875,48.93941879272461,36.489845275878906,,,5.833333333333334e-05,
2003-09-18,11.852912902832033,26.41888236999512,23.473054885864254,55.50444030761719,62.4522705078125,48.97378921508789,36.951759338378906,,,5.9523809523809524e-05,
